股票代码,股票名称,涨跌幅,概念名称
600997,开滦股份,-0.42,"煤化工概念,煤炭概念"
601568,北元集团,-0.45,"煤化工概念,水泥概念"
601101,昊华能源,-0.55,"煤化工概念,煤炭概念"
600792,云煤能源,-0.72,"煤化工概念,煤炭概念,石墨电极"
2263,大东南,-0.75,"煤化工概念,PET铜箔,柔性直流输电"
600753,庚星股份,-0.81,煤化工概念
600273,嘉化能源,-0.88,"煤化工概念,消毒剂"
2753,永东股份,-0.90,"煤化工概念,石墨电极"
600397,安源煤业,1.07,煤炭概念
688570,天玛智控,1.02,煤炭概念
300208,*ST中程,1.01,"煤炭概念,金属镍,物业管理,小金属概念"
1277,速达股份,0.19,煤炭概念
2691,冀凯股份,0.00,"煤炭概念,中俄贸易概念"
600971,恒源煤电,-0.20,煤炭概念
603071,物产环能,-0.78,"煤炭概念,生物质能发电,统一大市场,统一大市场,统一大市场"
600758,辽宁能源,-0.80,煤炭概念
601225,陕西煤业,-0.82,煤炭概念
603113,金能科技,-1.12,煤炭概念
600985,淮北矿业,-1.12,"煤炭概念,民爆概念"
2072,凯瑞德,-1.21,煤炭概念
605011,杭州热电,-1.29,煤炭概念
600740,山西焦化,-1.36,煤炭概念
600348,华阳股份,-1.38,"煤炭概念,碳纤维"
601898,中煤能源,-1.38,煤炭概念
600989,宝丰能源,-1.38,"煤炭概念,POE胶膜"
861,海印股份,--,免税店
600694,大商股份,-0.35,免税店
600712,南宁百货,-1.30,"免税店,农村电商"
601888,中国中免,-1.46,"免税店,自由贸易港"
2697,红旗连锁,-1.61,"免税店,无人零售"
601021,春秋航空,-1.88,免税店
600017,日照港,-2.12,"免税店,中韩自贸区"
600859,王府井,-2.40,免税店
600778,友好集团,-3.06,免税店
600693,东百集团,-3.22,免税店
759,中百集团,-3.38,"免税店,社区团购"
1979,招商蛇口,-5.28,"免税店,租售同权"
603375,盛景微,0.42,民爆概念
2683,广东宏大,0.24,民爆概念
300836,佰奥智能,-0.14,民爆概念
2827,高争民爆,-0.47,民爆概念
3002,壶化股份,-1.00,民爆概念
2096,易普力,-1.10,民爆概念
2497,雅化集团,-1.94,民爆概念
603977,国泰集团,-2.61,民爆概念
2037,保利联合,-4.30,"民爆概念,汽车拆解概念"
688383,新益昌,3.58,"MiniLED,先进封装"
688299,长阳科技,2.14,MiniLED
300323,华灿光电,1.17,MiniLED
2389,航天彩虹,1.08,"MiniLED,智能物流"
2449,国星光电,0.71,"MiniLED,人脸识别,血氧仪,语音技术"
301555,惠柏新材,0.61,"MiniLED,3D打印"
688249,晶合集成,0.57,"MiniLED,MCU芯片"
300708,聚灿光电,0.50,MiniLED
688699,明微电子,0.28,MiniLED
603222,济民健康,10.07,"民营医院,细胞免疫治疗,医美概念,医疗器械概念,幽门螺杆菌概念"
301293,三博脑科,6.91,"民营医院,脑机接口,深股通,智能医疗"
300298,三诺生物,0.07,民营医院
600568,ST中珠,0.00,"民营医院,细胞免疫治疗,眼科医疗"
600587,新华医疗,-0.33,"民营医院,消毒剂,医疗废物处理"
300878,维康药业,-0.83,"民营医院,医药电商"
600327,大东方,-0.95,"民营医院,社区团购,信托概念,预制菜"
2424,ST百灵,-0.95,民营医院
600594,益佰制药,-1.21,民营医院
300619,金银河,1.60,"钠离子电池,有机硅概念"
688184,帕瓦股份,1.42,钠离子电池
301121,紫建电子,0.49,"钠离子电池,无线耳机,新型烟草(电子烟),智能音箱"
601515,东峰集团,0.27,"钠离子电池,PET铜箔,新型烟草(电子烟),烟草"
603659,璞泰来,0.21,"钠离子电池,PET铜箔,石墨电极"
688626,翔宇医疗,1.87,"脑机接口,养老概念"
688158,优刻得,-0.13,"脑机接口,数字乡村,液冷服务器,云游戏"
601949,中国出版,0.98,"NFT概念,同花顺中特估100,文化传媒概念,虚拟数字人,知识产权保护,中字头股票"
2858,力盛体育,-0.08,"NFT概念,体育产业"
603808,歌力思,-0.27,"NFT概念,虚拟数字人"
719,中原传媒,-1.27,"NFT概念,数据确权,知识产权保护"
300426,唐德影视,-1.49,NFT概念
2345,潮宏基,-1.54,"NFT概念,培育钻石"
2235,安妮股份,-1.68,"NFT概念,知识产权保护"
300468,四方精创,-1.82,NFT概念
605376,博迁新材,3.07,"金属镍,小金属概念,3D打印"
301210,金杨股份,1.43,"金属镍,小金属概念"
2125,湘潭电化,-1.50,金属镍
701,厦门信达,-2.96,"金属镍,无人零售"
833914,远航精密,-4.00,金属镍
834033,康普化学,-6.61,金属镍
300555,ST路通,-0.48,"农村电商,WiFi 6"
876,新希望,-1.34,"农村电商,养鸡,预制菜,猪肉"
61,农产品,-3.34,"农村电商,深圳国企改革"
2496,辉丰股份,-3.56,"农村电商,医疗废物处理"
830964,润农节水,8.52,"农机,水利,乡村振兴,专精特新"
301533,威马农机,1.58,"农机,水利"
603109,神驰机电,1.31,"农机,水利"
605100,华丰股份,0.62,农机
603879,ST永悦,0.26,农机
603949,雪龙集团,0.08,农机
603701,德宏股份,0.07,"农机,稀土永磁"
600218,全柴动力,-0.12,农机
301446,福事特,-0.14,农机
601177,杭齿前进,-0.56,"农机,化债概念(AMC概念)"
301550,斯菱股份,-0.67,农机
2890,弘宇股份,-0.72,农机
903,云内动力,-0.93,农机
2448,中原内配,-0.93,"农机,MCU芯片"
301032,新柴股份,-1.19,农机
300879,大叶股份,-1.24,农机
157,中联重科,-1.59,农机
600031,三一重工,-1.80,农机
570,苏常柴A,-2.04,农机
2150,通润装备,-2.07,农机
528,柳工,-2.86,农机
601038,一拖股份,-2.96,农机
600805,悦达投资,-3.09,农机
3033,征和工业,-3.38,农机
300972,万辰集团,1.26,农业种植
601996,丰林集团,0.00,"农业种植,土地流转"
600737,中粮糖业,-0.79,"农业种植,新疆振兴"
300908,仲景食品,-0.94,农业种植
2772,众兴菌业,-1.38,农业种植
600731,湖南海利,-1.45,农业种植
300511,雪榕生物,-1.54,"农业种植,人造肉,细胞免疫治疗"
2852,道道全,-1.71,农业种植
600543,莫高股份,-1.75,"农业种植,摘帽"
600057,厦门象屿,-1.97,"农业种植,土地流转,土地流转,土地流转,玉米"
300237,美晨科技,-2.05,"农业种植,特色小镇"
2042,华孚时尚,-2.19,"农业种植,新疆振兴"
300970,华绿生物,-2.20,农业种植
300829,金丹科技,-2.40,"农业种植,土地流转,土地流转,土地流转,土地流转,土地流转,土地流转"
972,中基健康,-2.42,"农业种植,新疆振兴"
2876,三利谱,7.86,"OLED,柔性屏(折叠屏),深股通,消费电子概念,小米概念,虚拟现实,智能穿戴"
605588,冠石科技,5.82,"OLED,苹果概念,柔性屏(折叠屏),消费电子概念,小米概念"
688150,莱特光电,5.17,OLED
688403,汇成股份,4.49,"OLED,先进封装"
2636,金安国纪,5.03,"PCB概念,消毒剂,医疗器械概念"
688359,三孚新科,3.86,"PCB概念,PET铜箔"
301176,逸豪新材,2.04,PCB概念
301123,奕东电子,1.53,"PCB概念,新型烟草(电子烟)"
688003,天准科技,1.01,"PCB概念,英伟达概念"
2544,普天科技,1.01,"PCB概念,雄安新区"
688314,康拓医疗,3.92,"PEEK材料,牙科医疗,医美概念,医疗器械概念,3D打印"
301591,肯特股份,0.44,PEEK材料
301076,新瀚新材,-0.74,PEEK材料
300690,双一科技,-1.52,"PEEK材料,碳纤维"
688716,中研股份,-1.93,"PEEK材料,碳纤维"
300100,双林股份,-2.85,PEEK材料
832469,富恒新材,-5.60,"PEEK材料,碳纤维"
300316,晶盛机电,1.39,"培育钻石,智能物流"
300179,四方达,0.47,培育钻石
688028,沃尔德,-0.10,培育钻石
2046,国机精工,-0.17,培育钻石
301071,力量钻石,-1.62,培育钻石
600172,黄河旋风,-1.71,培育钻石
839725,惠丰钻石,-7.96,培育钻石
688659,元琛科技,1.82,"PET铜箔,碳中和"
688020,方邦股份,0.77,"PET铜箔,稀土永磁"
3015,日久光电,0.39,PET铜箔
600226,亨通股份,-0.39,"PET铜箔,禽流感,手机游戏,网络游戏"
301217,铜冠铜箔,-0.42,PET铜箔
688388,嘉元科技,-0.48,PET铜箔
300120,经纬辉开,-0.79,"PET铜箔,柔性直流输电,智慧灯杆"
601208,东材科技,-1.03,PET铜箔
300632,光莆股份,-1.15,"PET铜箔,消毒剂"
600869,远东股份,-1.63,PET铜箔
929,兰州黄河,10.03,"啤酒概念,污水处理"
603076,乐惠国际,3.87,啤酒概念
752,ST西发,0.56,啤酒概念
2969,嘉美包装,-0.30,啤酒概念
600573,惠泉啤酒,-1.01,啤酒概念
729,燕京啤酒,-1.11,啤酒概念
600132,重庆啤酒,-1.50,啤酒概念
2116,中国海诚,-1.90,啤酒概念
2461,珠江啤酒,-2.12,啤酒概念
2571,德力股份,-0.40,"拼多多概念,网络游戏"
300805,电声股份,-0.46,"拼多多概念,社区团购,网约车"
603836,海程邦达,-0.76,"拼多多概念,统一大市场,统一大市场,统一大市场"
300792,壹网壹创,-1.33,拼多多概念
603535,嘉诚国际,-1.49,"拼多多概念,自由贸易港"
600228,返利科技,-1.57,拼多多概念
301001,凯淳股份,-1.68,拼多多概念
605136,丽人丽妆,-2.23,拼多多概念
601156,东航物流,-2.94,"拼多多概念,同花顺出海50"
603214,爱婴室,-4.60,拼多多概念
2640,跨境通,-4.96,拼多多概念
838227,美登科技,-5.49,拼多多概念
301387,光大同创,2.80,"苹果概念,碳纤维,智能穿戴"
300736,百邦科技,2.66,"苹果概念,区块链"
688112,鼎阳科技,1.95,"苹果概念,英伟达概念"
603256,宏和科技,1.69,苹果概念
688622,禾信仪器,5.17,"PM2.5,食品安全,碳中和,医疗器械概念,粤港澳大湾区"
603311,金海高科,0.10,PM2.5
2341,ST新纶,--,"PM2.5,无线充电"
3027,同兴环保,-0.14,PM2.5
688665,四方光电,-0.25,PM2.5
300862,蓝盾光电,-0.64,PM2.5
300004,南风股份,-0.83,PM2.5
2322,理工能科,-0.92,"PM2.5,土壤修复,土壤修复"
600526,菲达环保,-1.40,PM2.5
300105,龙源技术,-1.67,PM2.5
300203,聚光科技,-1.71,"PM2.5,太赫兹"
300187,永清环保,-2.26,"PM2.5,生物质能发电,医疗废物处理"
300152,新动力,-3.86,"PM2.5,生物质能发电"
600388,龙净环保,-4.76,PM2.5
605566,福莱蒽特,3.74,"POE胶膜,染料"
603330,天洋新材,1.03,"POE胶膜,网络直播"
603255,鼎际得,0.04,POE胶膜
2493,荣盛石化,-0.30,"POE胶膜,同花顺漂亮100,同花顺中特估100"
301,东方盛虹,-1.17,POE胶膜
601139,深圳燃气,-1.72,"POE胶膜,深圳国企改革"
2586,*ST围海,4.84,"PPP概念,水利,ST板块,文化传媒概念,雄安新区"
300301,*ST长方,2.89,PPP概念
600963,岳阳林纸,2.21,"PPP概念,碳交易,碳中和,污水处理,雄安新区"
961,ST中南,--,"PPP概念,养老概念"
2610,ST爱康,--,"PPP概念,碳交易,小金属概念"
300938,信测标准,-0.53,"汽车拆解概念,食品安全"
600386,北巴传媒,-2.01,汽车拆解概念
600676,交运股份,-2.25,"汽车拆解概念,自由贸易港"
837242,建邦科技,-3.88,汽车拆解概念
603267,鸿远电子,5.20,"汽车电子,商业航天"
688260,昀冢科技,4.66,"汽车电子,消费电子概念"
622,*ST恒立,5.14,"汽车热管理,ST板块,小金属概念"
300707,威唐工业,3.56,"汽车热管理,特斯拉概念"
301626,苏州天脉,1.01,"汽车热管理,新股与次新股,注册制次新股"
600151,航天机电,0.77,"汽车热管理,上海自贸区"
2824,和胜股份,0.74,汽车热管理
300828,锐新科技,0.42,"汽车热管理,液冷服务器"
603075,热威股份,0.20,汽车热管理
688209,英集芯,5.06,"汽车芯片,无线耳机,消费电子概念,小米概念"
688486,龙迅股份,3.28,"汽车芯片,英伟达概念"
688135,利扬芯片,1.90,汽车芯片
600877,电科芯片,1.57,"汽车芯片,无线充电,星闪概念"
600360,ST华微,1.36,汽车芯片
300493,润欣科技,1.34,"汽车芯片,无线耳机,移动支付,智能医疗"
300613,富瀚微,1.13,"汽车芯片,智能音箱"
833509,同惠电子,1.05,汽车芯片
996,中期退,0.00,期货概念
628,高新发展,-0.37,期货概念
488,晨鸣纸业,-0.76,"期货概念,碳交易"
600288,大恒科技,-0.77,"期货概念,食品安全,Sora概念(文生视频),太赫兹,眼科医疗"
900,现代投资,-1.38,"期货概念,医疗废物处理,预制菜"
600927,永安期货,-1.51,期货概念
600958,东方证券,-1.87,期货概念
600109,国金证券,-1.90,期货概念
601696,中银证券,-1.94,期货概念
2926,华西证券,-2.05,期货概念
2021,中捷资源,-2.10,"期货概念,摘帽"
600918,中泰证券,-2.12,期货概念
301299,卓创资讯,-2.13,期货概念
601878,浙商证券,-2.18,期货概念
2939,长城证券,-2.22,期货概念
166,申万宏源,-2.34,"期货概念,新疆振兴"
601211,国泰君安,-2.46,期货概念
600128,苏豪弘业,-2.65,"期货概念,知识产权保护"
776,广发证券,-2.67,期货概念
601990,南京证券,-2.74,期货概念
1236,弘业期货,-2.75,期货概念
600339,中油工程,-2.87,期货概念
600837,海通证券,-2.88,期货概念
603093,南华期货,-2.94,期货概念
712,锦龙股份,-2.96,期货概念
601995,中金公司,-3.00,期货概念
600061,国投资本,-3.14,"期货概念,信托概念"
601555,东吴证券,-3.19,期货概念
601162,天风证券,-3.32,期货概念
2001,新和成,-1.09,青蒿素
600216,浙江医药,-2.05,青蒿素
2971,和远气体,5.38,"氢能源,燃料电池,天然气,有机硅概念"
565,渝三峡A,3.51,"氢能源,石墨烯"
688548,广钢气体,3.42,"氢能源,粤港澳大湾区"
603273,天元智能,2.51,"氢能源,装配式建筑"
2124,ST天邦,5.06,"禽流感,ST板块,元宇宙,预制菜,猪肉"
2603,以岭药业,-0.06,"禽流感,养老概念,幽门螺杆菌概念,医药电商"
999,华润三九,-0.06,禽流感
601607,上海医药,-1.00,"禽流感,上海国企改革,上海自贸区,生物疫苗,医药电商"
300601,康泰生物,-1.16,"禽流感,生物疫苗"
300039,上海凯宝,-1.28,禽流感
78,海王生物,-1.99,禽流感
600513,联环药业,-3.63,禽流感
2647,仁东控股,6.89,"区块链,数字货币,移动支付"
301209,联合化学,1.52,染料
603004,鼎龙科技,0.26,染料
603980,吉华集团,0.23,染料
603823,百合花,-0.30,染料
301190,善水科技,-0.50,"染料,幽门螺杆菌概念"
300107,建新股份,-0.88,染料
300586,美联新材,-1.10,"染料,消毒剂"
300535,达威股份,-1.25,"染料,有机硅概念"
600352,浙江龙盛,-1.44,染料
300798,锦鸡股份,-1.61,染料
603188,亚邦股份,-1.64,染料
2099,海翔药业,-2.37,染料
2748,ST世龙,-2.38,染料
603172,万丰股份,-5.85,染料
688551,科威尔,1.63,燃料电池
2057,中钢天源,1.58,"燃料电池,石墨烯,小金属概念,稀土永磁,化债概念(AMC概念),中俄贸易概念,中字头股票"
688507,索辰科技,2.12,"人形机器人,数字孪生"
2933,新兴装备,1.83,人形机器人
603728,鸣志电器,1.82,人形机器人
301419,阿莱德,0.37,人形机器人
300580,贝斯特,0.21,人形机器人
605555,德昌股份,0.20,人形机器人
688218,江苏北人,0.10,"人形机器人,无线充电"
2979,雷赛智能,0.03,人形机器人
603082,北自科技,0.00,人形机器人
3028,振邦智能,-0.21,人形机器人
603358,华达科技,-0.23,"人形机器人,一体化压铸"
300660,江苏雷利,-0.41,人形机器人
688160,步科股份,-0.43,人形机器人
2810,山东赫达,-0.07,人造肉
2515,金字火腿,-1.01,"人造肉,社区团购,网红经济,预制菜,猪肉"
603020,爱普股份,-1.12,"人造肉,新型烟草(电子烟),烟草"
300741,华宝股份,-1.59,"人造肉,新型烟草(电子烟),烟草"
2567,唐人神,-1.74,"人造肉,养鸡,猪肉"
605567,春雪食品,-1.86,"人造肉,养鸡"
600298,安琪酵母,-1.94,人造肉
2481,双塔食品,-2.15,人造肉
2702,海欣食品,-3.38,"人造肉,社区团购"
833284,灵鸽科技,-4.24,人造肉
301056,森赫股份,8.03,"人脸识别,物联网,新型城镇化,一带一路,中俄贸易概念"
688620,安凯微,3.80,"人脸识别,小米概念"
2835,同为股份,0.57,人脸识别
688448,磁谷科技,17.22,"融资融券,污水处理"
688108,赛诺医疗,16.56,"融资融券,医疗器械概念,专精特新"
603205,健尔康,12.73,"融资融券,消毒剂,新股与次新股,医疗器械概念,注册制次新股"
2289,ST宇顺,4.69,"柔性屏(折叠屏),ST板块,消费电子概念"
301051,信濠光电,2.76,"柔性屏(折叠屏),智能穿戴"
300709,精研科技,2.59,"柔性屏(折叠屏),特斯拉概念,无线耳机,液冷服务器,智能穿戴,智能音箱"
688786,悦安新材,2.27,"柔性屏(折叠屏),特钢概念,3D打印"
300831,派瑞股份,1.28,"柔性直流输电,特高压"
600312,平高电气,1.20,"柔性直流输电,数字孪生,特高压"
688517,金冠电气,0.28,"柔性直流输电,特高压"
300215,电科院,-0.15,"柔性直流输电,特高压"
603861,白云电器,-0.42,柔性直流输电
600550,保变电气,-0.85,柔性直流输电
2879,长缆科技,-0.90,柔性直流输电
2276,万马股份,-1.10,柔性直流输电
300510,金冠股份,-1.41,柔性直流输电
300046,台基股份,-1.52,柔性直流输电
300623,捷捷微电,-1.52,柔性直流输电
2471,中超控股,-2.06,柔性直流输电
2452,长高电新,-2.25,柔性直流输电
600882,妙可蓝多,2.79,"乳业,社区团购"
2946,新乳业,0.75,乳业
300898,熊猫乳品,0.59,乳业
600419,天润乳业,-0.10,"乳业,新疆振兴"
1318,阳光乳业,-0.68,乳业
605339,南侨食品,-1.01,乳业
300858,科拓生物,-1.06,乳业
300313,ST天山,-1.57,乳业
2458,益生股份,-1.57,"乳业,养鸡,猪肉"
600429,三元股份,-1.74,乳业
2732,燕塘乳业,-1.76,"乳业,玉米"
300973,立高食品,-2.29,乳业
2557,洽洽食品,-2.66,乳业
2719,麦趣尔,-2.73,乳业
2570,贝因美,-3.82,乳业
605179,一鸣食品,-4.27,"乳业,社区团购"
832786,骑士乳业,-12.51,"乳业,玉米"
2678,珠江钢琴,-1.80,赛马概念
2264,新华都,-2.46,赛马概念
600833,第一医药,2.58,"上海国企改革,医药电商"
688538,和辉光电,0.75,上海国企改革
600651,飞乐音响,0.00,"上海国企改革,小米汽车,智慧灯杆"
600073,光明肉业,-0.27,"上海国企改革,预制菜,猪肉"
601595,上海电影,-0.61,上海国企改革
600009,上海机场,-0.65,"上海国企改革,上海自贸区,同花顺漂亮100,同花顺中特估100"
600822,上海物贸,-0.78,"上海国企改革,上海自贸区,统一大市场,统一大市场,统一大市场"
600626,申达股份,-0.91,"上海国企改革,上海自贸区"
603648,畅联股份,-1.06,"上海国企改革,上海自贸区,自由贸易港"
600848,上海临港,-1.08,"上海国企改革,上海自贸区,自由贸易港"
600835,上海机电,-1.15,上海国企改革
600119,长江投资,-1.18,"上海国企改革,金属铜,物业管理,自由贸易港"
688018,乐鑫科技,1.39,"上海自贸区,MCU芯片,WiFi 6,星闪概念,语音技术"
600836,*ST易连,--,上海自贸区
688099,晶晨股份,-0.56,"上海自贸区,WiFi 6"
603107,上海汽配,-0.63,上海自贸区
603713,密尔克卫,-0.97,"上海自贸区,统一大市场,统一大市场,统一大市场,自由贸易港"
603730,岱美股份,-0.97,上海自贸区
603729,龙韵股份,-1.23,上海自贸区
603885,吉祥航空,-1.24,上海自贸区
601200,上海环境,-1.50,"上海自贸区,生物质能发电,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,医疗废物处理"
301024,霍普股份,-1.53,"上海自贸区,装配式建筑"
2451,摩恩电气,-1.86,"上海自贸区,化债概念(AMC概念)"
603128,华贸物流,-1.88,"上海自贸区,自由贸易港"
36,华联控股,6.98,"深股通,物业管理"
688319,欧林生物,2.23,生物疫苗
688670,金迪克,0.35,生物疫苗
600211,西藏药业,-0.15,生物疫苗
2399,海普瑞,-0.18,生物疫苗
688276,百克生物,-0.29,生物疫苗
650,仁和药业,-0.33,"生物疫苗,消毒剂,眼科医疗"
688739,成大生物,-0.46,生物疫苗
726,鲁泰A,-0.46,生物疫苗
603127,昭衍新药,-0.51,"生物疫苗,细胞免疫治疗"
603716,塞力医疗,-0.67,"生物疫苗,细胞免疫治疗,医疗废物处理"
300142,沃森生物,-0.70,生物疫苗
301207,华兰疫苗,-0.72,生物疫苗
2880,卫光生物,-1.41,"生物疫苗,深圳国企改革"
300664,鹏鹞环保,-1.51,"生物疫苗,医疗废物处理,装配式建筑"
600851,海欣股份,-1.60,"生物疫苗,细胞免疫治疗"
301109,军信股份,-1.03,生物质能发电
300867,圣元环保,-1.20,"生物质能发电,医疗废物处理"
601033,永兴股份,-1.21,"生物质能发电,医疗废物处理"
301305,朗坤环境,-1.37,生物质能发电
300190,维尔利,-1.44,"生物质能发电,碳交易,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复"
2210,飞马国际,-1.49,生物质能发电
2616,长青集团,-1.50,生物质能发电
603759,海天股份,-1.61,生物质能发电
601330,绿色动力,-1.90,"生物质能发电,医疗废物处理"
600323,瀚蓝环境,-1.97,生物质能发电
300614,百川畅银,-3.56,生物质能发电
652,泰达股份,-3.80,"生物质能发电,信托概念,化债概念(AMC概念)"
301127,天源环保,-4.77,生物质能发电
96,广聚能源,3.26,"深圳国企改革,粤港澳大湾区"
89,深圳机场,-0.82,深圳国企改革
2736,国信证券,-1.22,深圳国企改革
45,深纺织A,-1.55,深圳国企改革
300675,建科院,-1.85,"深圳国企改革,装配式建筑"
90,天健集团,-3.65,"深圳国企改革,租售同权"
6,深振业A,-4.47,深圳国企改革
11,深物业A,-4.49,"深圳国企改革,化债概念(AMC概念)"
14,沙河股份,-4.57,深圳国企改革
29,深深房A,-4.88,深圳国企改革
300917,特发服务,-9.18,深圳国企改革
300094,国联水产,2.45,"社区团购,食品安全,网络直播,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,预制菜"
3000,劲仔食品,0.00,社区团购
601933,永辉超市,-1.15,"社区团购,预制菜"
610,西安旅游,-1.29,社区团购
601116,三江购物,-1.61,社区团购
601366,利群股份,-1.65,社区团购
603708,家家悦,-1.68,社区团购
2299,圣农发展,-1.78,"社区团购,养鸡"
2494,华斯股份,-2.14,"社区团购,特色小镇"
2563,森马服饰,-2.75,社区团购
2695,煌上煌,-2.83,社区团购
603506,南都物业,-3.42,社区团购
603711,香飘飘,-3.61,社区团购
2991,甘源食品,-3.87,社区团购
603336,宏辉果蔬,-7.69,社区团购
603559,*ST通脉,5.01,"时空大数据,数据中心,ST板块,5G"
2771,真视通,1.47,"时空大数据,算力租赁,液冷服务器,在线教育,智能医疗"
300042,朗科科技,0.44,"时空大数据,虚拟数字人,知识产权保护"
688070,纵横股份,0.00,时空大数据
603660,苏州科达,-0.14,"时空大数据,云办公"
301248,杰创智能,-0.37,"时空大数据,数据确权,数字乡村,语音技术,智慧灯杆"
300287,飞利信,-0.57,"时空大数据,食品安全,MCU芯片"
2365,永安药业,-0.47,"石墨电极,石墨烯"
300035,中科电气,-1.12,石墨电极
603617,君禾股份,-1.31,石墨电极
600516,方大炭素,-1.59,"石墨电极,碳纤维"
600019,宝钢股份,-1.73,石墨电极
603612,索通发展,-1.94,石墨电极
2455,百川股份,-2.46,石墨电极
1301,尚太科技,-2.67,石墨电极
839719,宁新新材,-5.23,石墨电极
832175,东方碳素,-14.95,石墨电极
3012,东鹏控股,1.42,"石墨烯,虚拟数字人"
688116,天奈科技,1.14,石墨烯
603683,晶华新材,0.55,石墨烯
2724,海洋王,0.53,"石墨烯,证金持股"
2058,威尔泰,0.49,石墨烯
603133,退市碳元,--,石墨烯
300952,恒辉安防,0.00,石墨烯
413,ST旭电,--,石墨烯
300985,致远新能,-0.39,"石墨烯,天然气"
300697,电工合金,-0.52,石墨烯
600793,宜宾纸业,4.55,食品安全
300813,泰林生物,0.52,"食品安全,细胞免疫治疗"
871753,天纺标,0.49,食品安全
2690,美亚光电,0.31,"食品安全,牙科医疗"
301355,南王科技,0.00,食品安全
301115,建科股份,-0.27,"食品安全,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,新型城镇化"
301296,新巨丰,-0.54,食品安全
300797,钢研纳克,-0.63,"食品安全,稀土永磁"
301228,实朴检测,-0.75,"食品安全,土壤修复,土壤修复"
2637,赞宇科技,-0.82,"食品安全,消毒剂"
600373,中文传媒,0.39,"手机游戏,网络游戏,文化传媒概念"
2502,ST鼎龙,--,"手机游戏,钛白粉概念,网络游戏"
2113,*ST天润,--,"手机游戏,网络游戏"
2699,*ST美盛,--,"手机游戏,网络游戏"
300315,掌趣科技,-0.33,"手机游戏,网络游戏,英伟达概念"
2599,盛通股份,-0.76,"手机游戏,体育产业,云办公,语音技术"
2168,ST惠程,-1.15,"手机游戏,网络游戏,网络游戏,网络游戏"
300299,富春股份,-1.42,"手机游戏,网络游戏,网络游戏,网络游戏"
300031,宝通科技,-1.47,"手机游戏,网络游戏,云游戏"
603444,吉比特,-1.50,"手机游戏,网络游戏"
300467,迅游科技,-1.64,"手机游戏,网络游戏"
300002,神州泰岳,-2.18,"手机游戏,网络游戏"
2739,万达电影,-2.34,手机游戏
600892,大晟文化,-2.37,手机游戏
688159,有方科技,0.28,"水利,星闪概念"
1225,和泰机电,0.14,水泥概念
600668,尖峰集团,-1.14,"水泥概念,眼科医疗,医药电商"
600063,皖维高新,-1.19,水泥概念
600724,宁波富达,-1.47,水泥概念
856,冀东装备,-1.59,水泥概念
927,中国铁物,-1.70,水泥概念
935,四川双马,-1.77,水泥概念
600881,亚泰集团,-1.88,水泥概念
600868,梅雁吉祥,-1.93,水泥概念
600585,海螺水泥,-2.09,水泥概念
789,万年青,-2.45,水泥概念
2302,西部建设,-2.57,水泥概念
600970,中材国际,-2.64,"水泥概念,同花顺出海50"
600425,青松建化,-2.94,水泥概念
600326,西藏天路,-2.94,水泥概念
2233,塔牌集团,-2.94,水泥概念
672,上峰水泥,-3.72,水泥概念
401,冀东水泥,-4.13,"水泥概念,化债概念(AMC概念)"
601992,金隅集团,-4.19,水泥概念
600801,华新水泥,-4.79,水泥概念
877,天山股份,-5.75,水泥概念
688244,永信至诚,1.57,"数据安全,职业教育"
509,华塑控股,1.53,"数据安全,碳交易,碳中和"
300271,华宇软件,0.11,"数据确权,语音技术"
688579,山大地纬,0.09,数据确权
2123,梦网科技,1.65,"数字货币,元宇宙"
300486,东杰智能,1.18,"数字孪生,智能物流"
301185,鸥玛软件,0.64,"数字水印,在线教育"
301223,中荣股份,0.06,"数字水印,网络直播,网络直播,新型烟草(电子烟),烟草"
300352,北信源,-0.77,"数字水印,云办公"
2228,合兴包装,-1.61,数字水印
301270,汉仪股份,-1.62,"数字水印,知识产权保护"
300747,锐科激光,-2.06,数字水印
301139,元道通信,1.08,数字乡村
2512,达华智能,-0.38,"数字乡村,6G概念"
300192,科德教育,-3.89,Sora概念(文生视频)
600136,ST明诚,5.08,"ST板块,体育产业,文化传媒概念,足球概念"
603377,ST东时,5.08,"ST板块,虚拟现实,职业教育"
603963,*ST大药,5.00,ST板块
2700,ST浩源,4.98,"ST板块,天然气"
300029,ST天龙,4.39,ST板块
300442,润泽科技,0.98,"算力租赁,液冷服务器"
300017,网宿科技,0.85,"算力租赁,虚拟数字人,液冷服务器,在线教育"
603629,利通电子,0.84,"算力租赁,英伟达概念"
603912,佳力图,0.83,"算力租赁,液冷服务器"
603826,坤彩科技,-0.72,钛白粉概念
300891,惠云钛业,-1.91,钛白粉概念
300234,开尔新材,-0.39,碳交易
605162,新中港,-0.56,碳交易
600076,康欣新材,-0.84,"碳交易,土地流转,土地流转"
591,太阳能,-0.93,碳交易
600917,重庆燃气,-1.11,碳交易
300948,冠中生态,-1.45,"碳交易,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复,土壤修复"
600843,上工申贝,2.59,"碳纤维,新型工业化"
